Feature Engineering,https://youtu.be/5dOdRCTYyo0?si=D8EgrhHtvTgjJbJg
Feature Selection,https://youtu.be/EqLBAmtKMnQ?si=k2I2yU14MixkTq0b
,
SAMPLE NOTEBOOKS TO TRY,https://www.kaggle.com/code/jesucristo/1-house-prices-solution-top-1
,https://www.kaggle.com/code/ash316/eda-to-prediction-dietanic
,https://www.kaggle.com/code/gunesevitan/nlp-with-disaster-tweets-eda-cleaning-and-bert
,
Types of ML ,https://youtu.be/1caj2V7E31w?si=cxi2Ly6QHPZFRHT4
